id_representation;id_spectacle;nom_spectacle;jour_representation;heure_representation;horraire_representation;id_cat_representation;date_representation;id_salle;nom_salle
R619;S019;LE MALADE IMAGINAIRE;mercredi;20h30;mercredi 20h30;CH002;2026-06-20;STSM;Théâtre de la Porte Saint-Martin
R620;S019;LE MALADE IMAGINAIRE;jeudi;20h30;jeudi 20h30;CH002;2026-06-21;STSM;Théâtre de la Porte Saint-Martin
R621;S019;LE MALADE IMAGINAIRE;vendredi;20h30;vendredi 20h30;CH003;2026-06-24;STSM;Théâtre de la Porte Saint-Martin
R622;S019;LE MALADE IMAGINAIRE;samedi;20h30;samedi 20h30;CH003;2026-06-25;STSM;Théâtre de la Porte Saint-Martin
R623;S019;LE MALADE IMAGINAIRE;dimanche;15h00;dimanche 15h00;CH001;2026-06-25;STSM;Théâtre de la Porte Saint-Martin
R624;S019;LE MALADE IMAGINAIRE;mercredi;20h30;mercredi 20h30;CH002;2026-06-27;STSM;Théâtre de la Porte Saint-Martin
R625;S019;LE MALADE IMAGINAIRE;jeudi;20h30;jeudi 20h30;CH002;2026-06-28;STSM;Théâtre de la Porte Saint-Martin
R626;S019;LE MALADE IMAGINAIRE;vendredi;20h30;vendredi 20h30;CH003;2026-06-30;STSM;Théâtre de la Porte Saint-Martin
R627;S019;LE MALADE IMAGINAIRE;samedi;20h30;samedi 20h30;CH003;2026-07-01;STSM;Théâtre de la Porte Saint-Martin
R628;S019;LE MALADE IMAGINAIRE;dimanche;15h00;dimanche 15h00;CH001;2026-07-02;STSM;Théâtre de la Porte Saint-Martin
R629;S019;LE MALADE IMAGINAIRE;mercredi;20h30;mercredi 20h30;CH002;2026-07-03;STSM;Théâtre de la Porte Saint-Martin
R630;S019;LE MALADE IMAGINAIRE;jeudi;20h30;jeudi 20h30;CH002;2026-07-04;STSM;Théâtre de la Porte Saint-Martin
R631;S019;LE MALADE IMAGINAIRE;vendredi;20h30;vendredi 20h30;CH003;2026-07-05;STSM;Théâtre de la Porte Saint-Martin
R632;S019;LE MALADE IMAGINAIRE;samedi;20h30;samedi 20h30;CH003;2026-07-07;STSM;Théâtre de la Porte Saint-Martin
R633;S019;LE MALADE IMAGINAIRE;dimanche;15h00;dimanche 15h00;CH001;2026-07-08;STSM;Théâtre de la Porte Saint-Martin
R634;S020;CONTRE;jeudi;19h00;jeudi 19h00;CH001;2026-01-29;SPSM;Petit Saint-Martin
R635;S020;CONTRE;vendredi;19h00;vendredi 19h00;CH001;2026-01-30;SPSM;Petit Saint-Martin
R636;S020;CONTRE;samedi;19h00;samedi 19h00;CH001;2026-01-31;SPSM;Petit Saint-Martin
R637;S020;CONTRE;dimanche;17h30;dimanche 17h30;CH001;2026-02-01;SPSM;Petit Saint-Martin
R638;S020;CONTRE;mercredi;19h00;mercredi 19h00;CH001;2026-02-04;SPSM;Petit Saint-Martin
R639;S020;CONTRE;jeudi;19h00;jeudi 19h00;CH001;2026-02-05;SPSM;Petit Saint-Martin
R640;S020;CONTRE;vendredi;19h00;vendredi 19h00;CH001;2026-02-05;SPSM;Petit Saint-Martin
R641;S020;CONTRE;samedi;19h00;samedi 19h00;CH001;2026-02-06;SPSM;Petit Saint-Martin
R642;S020;CONTRE;dimanche;17h30;dimanche 17h30;CH001;2026-02-07;SPSM;Petit Saint-Martin
R643;S020;CONTRE;mercredi;19h00;mercredi 19h00;CH001;2026-02-08;SPSM;Petit Saint-Martin
R644;S020;CONTRE;jeudi;19h00;jeudi 19h00;CH001;2026-02-11;SPSM;Petit Saint-Martin
R645;S020;CONTRE;vendredi;19h00;vendredi 19h00;CH001;2026-02-12;SPSM;Petit Saint-Martin
R646;S020;CONTRE;samedi;19h00;samedi 19h00;CH001;2026-02-13;SPSM;Petit Saint-Martin
R647;S020;CONTRE;dimanche;17h30;dimanche 17h30;CH001;2026-02-14;SPSM;Petit Saint-Martin
R648;S020;CONTRE;mercredi;19h00;mercredi 19h00;CH001;2026-02-14;SPSM;Petit Saint-Martin
R649;S020;CONTRE;jeudi;19h00;jeudi 19h00;CH001;2026-02-15;SPSM;Petit Saint-Martin
R650;S020;CONTRE;vendredi;19h00;vendredi 19h00;CH001;2026-02-18;SPSM;Petit Saint-Martin
R651;S020;CONTRE;samedi;19h00;samedi 19h00;CH001;2026-02-19;SPSM;Petit Saint-Martin
R652;S020;CONTRE;dimanche;17h30;dimanche 17h30;CH001;2026-02-20;SPSM;Petit Saint-Martin
R653;S020;CONTRE;mercredi;19h00;mercredi 19h00;CH001;2026-02-21;SPSM;Petit Saint-Martin
R654;S020;CONTRE;jeudi;19h00;jeudi 19h00;CH001;2026-02-22;SPSM;Petit Saint-Martin
R655;S020;CONTRE;vendredi;19h00;vendredi 19h00;CH001;2026-02-25;SPSM;Petit Saint-Martin
R656;S020;CONTRE;samedi;19h00;samedi 19h00;CH001;2026-02-26;SPSM;Petit Saint-Martin
R657;S020;CONTRE;dimanche;17h30;dimanche 17h30;CH001;2026-02-27;SPSM;Petit Saint-Martin
R658;S020;CONTRE;mercredi;19h00;mercredi 19h00;CH001;2026-02-28;SPSM;Petit Saint-Martin
R659;S020;CONTRE;jeudi;19h00;jeudi 19h00;CH001;2026-02-28;SPSM;Petit Saint-Martin
R660;S020;CONTRE;vendredi;19h00;vendredi 19h00;CH001;2026-03-01;SPSM;Petit Saint-Martin
R661;S020;CONTRE;samedi;19h00;samedi 19h00;CH001;2026-03-01;SPSM;Petit Saint-Martin
R662;S020;CONTRE;dimanche;17h30;dimanche 17h30;CH001;2026-03-04;SPSM;Petit Saint-Martin
R663;S021;LES HÉROS NE DORMENT JAMAIS;vendredi;19h00;vendredi 19h00;CH001;2026-03-07;SPSM;Petit Saint-Martin
R664;S021;LES HÉROS NE DORMENT JAMAIS;samedi;19h00;samedi 19h00;CH001;2026-03-08;SPSM;Petit Saint-Martin
R665;S021;LES HÉROS NE DORMENT JAMAIS;dimanche;17h30;dimanche 17h30;CH001;2026-03-08;SPSM;Petit Saint-Martin
R666;S021;LES HÉROS NE DORMENT JAMAIS;mercredi;19h00;mercredi 19h00;CH001;2026-03-12;SPSM;Petit Saint-Martin
R667;S021;LES HÉROS NE DORMENT JAMAIS;jeudi;19h00;jeudi 19h00;CH001;2026-03-20;SPSM;Petit Saint-Martin
R668;S021;LES HÉROS NE DORMENT JAMAIS;vendredi;19h00;vendredi 19h00;CH001;2026-03-22;SPSM;Petit Saint-Martin
R669;S021;LES HÉROS NE DORMENT JAMAIS;samedi;19h00;samedi 19h00;CH001;2026-03-26;SPSM;Petit Saint-Martin
R670;S021;LES HÉROS NE DORMENT JAMAIS;dimanche;17h30;dimanche 17h30;CH001;2026-03-27;SPSM;Petit Saint-Martin
R671;S021;LES HÉROS NE DORMENT JAMAIS;mercredi;19h00;mercredi 19h00;CH001;2026-03-28;SPSM;Petit Saint-Martin
R672;S021;LES HÉROS NE DORMENT JAMAIS;dimanche;17h30;dimanche 17h30;CH001;2026-04-01;SPSM;Petit Saint-Martin
R673;S021;LES HÉROS NE DORMENT JAMAIS;mercredi;19h00;mercredi 19h00;CH001;2026-04-02;SPSM;Petit Saint-Martin
R674;S021;LES HÉROS NE DORMENT JAMAIS;jeudi;19h00;jeudi 19h00;CH001;2026-04-05;SPSM;Petit Saint-Martin
R675;S021;LES HÉROS NE DORMENT JAMAIS;vendredi;19h00;vendredi 19h00;CH001;2026-04-08;SPSM;Petit Saint-Martin
R676;S021;LES HÉROS NE DORMENT JAMAIS;samedi;19h00;samedi 19h00;CH001;2026-04-09;SPSM;Petit Saint-Martin
R677;S021;LES HÉROS NE DORMENT JAMAIS;dimanche;17h30;dimanche 17h30;CH001;2026-04-10;SPSM;Petit Saint-Martin
R678;S021;LES HÉROS NE DORMENT JAMAIS;mercredi;19h00;mercredi 19h00;CH001;2026-04-11;SPSM;Petit Saint-Martin
R679;S021;LES HÉROS NE DORMENT JAMAIS;jeudi;19h00;jeudi 19h00;CH001;2026-04-12;SPSM;Petit Saint-Martin
R680;S021;LES HÉROS NE DORMENT JAMAIS;vendredi;19h00;vendredi 19h00;CH001;2026-04-15;SPSM;Petit Saint-Martin
R681;S021;LES HÉROS NE DORMENT JAMAIS;samedi;19h00;samedi 19h00;CH001;2026-04-16;SPSM;Petit Saint-Martin
R682;S021;LES HÉROS NE DORMENT JAMAIS;dimanche;17h30;dimanche 17h30;CH001;2026-04-17;SPSM;Petit Saint-Martin
R683;S021;LES HÉROS NE DORMENT JAMAIS;mercredi;19h00;mercredi 19h00;CH001;2026-04-18;SPSM;Petit Saint-Martin
R684;S021;LES HÉROS NE DORMENT JAMAIS;jeudi;19h00;jeudi 19h00;CH001;2026-04-19;SPSM;Petit Saint-Martin
R685;S021;LES HÉROS NE DORMENT JAMAIS;vendredi;19h00;vendredi 19h00;CH001;2026-04-22;SPSM;Petit Saint-Martin
R686;S021;LES HÉROS NE DORMENT JAMAIS;samedi;19h00;samedi 19h00;CH001;2026-04-23;SPSM;Petit Saint-Martin
R687;S021;LES HÉROS NE DORMENT JAMAIS;dimanche;17h30;dimanche 17h30;CH001;2026-04-24;SPSM;Petit Saint-Martin
R688;S021;LES HÉROS NE DORMENT JAMAIS;mercredi;19h00;mercredi 19h00;CH001;2026-04-25;SPSM;Petit Saint-Martin
R689;S021;LES HÉROS NE DORMENT JAMAIS;jeudi;19h00;jeudi 19h00;CH001;2026-04-26;SPSM;Petit Saint-Martin
R690;S021;LES HÉROS NE DORMENT JAMAIS;samedi;18h30;samedi 18h30;CH001;2026-04-29;SPSM;Petit Saint-Martin
R691;S021;LES HÉROS NE DORMENT JAMAIS;dimanche;17h30;dimanche 17h30;CH001;2026-04-30;SPSM;Petit Saint-Martin
R692;S021;LES HÉROS NE DORMENT JAMAIS;mercredi;19h00;mercredi 19h00;CH001;2026-04-30;SPSM;Petit Saint-Martin
R693;S021;LES HÉROS NE DORMENT JAMAIS;jeudi;19h00;jeudi 19h00;CH001;2026-05-02;SPSM;Petit Saint-Martin
R694;S021;LES HÉROS NE DORMENT JAMAIS;vendredi;19h00;vendredi 19h00;CH001;2026-05-03;SPSM;Petit Saint-Martin
R695;S021;LES HÉROS NE DORMENT JAMAIS;samedi;19h00;samedi 19h00;CH001;2026-05-03;SPSM;Petit Saint-Martin
R696;S021;LES HÉROS NE DORMENT JAMAIS;dimanche;17h30       ;dimanche 17h30       ;CH001;2026-05-07;SPSM;Petit Saint-Martin
R697;S022;SÉISME;jeudi;19h00;jeudi 19h00;CH001;2026-05-13;SPSM;Petit Saint-Martin
R698;S022;SÉISME;vendredi;19h00;vendredi 19h00;CH001;2026-05-15;SPSM;Petit Saint-Martin
R699;S022;SÉISME;samedi;19h00;samedi 19h00;CH001;2026-05-17;SPSM;Petit Saint-Martin
R700;S022;SÉISME;dimanche;17h30;dimanche 17h30;CH001;2026-05-17;SPSM;Petit Saint-Martin
R701;S022;SÉISME;mercredi;19h00;mercredi 19h00;CH001;2026-05-21;SPSM;Petit Saint-Martin
R702;S022;SÉISME;jeudi;19h00;jeudi 19h00;CH001;2026-05-23;SPSM;Petit Saint-Martin
R703;S022;SÉISME;vendredi;19h00;vendredi 19h00;CH001;2026-05-27;SPSM;Petit Saint-Martin
R704;S022;SÉISME;samedi;19h00;samedi 19h00;CH001;2026-05-28;SPSM;Petit Saint-Martin
R705;S022;SÉISME;dimanche;17h30;dimanche 17h30;CH001;2026-05-29;SPSM;Petit Saint-Martin
R706;S022;SÉISME;mercredi;19h00;mercredi 19h00;CH001;2026-05-30;SPSM;Petit Saint-Martin
R707;S022;SÉISME;jeudi;19h00;jeudi 19h00;CH001;2026-05-31;SPSM;Petit Saint-Martin
R708;S022;SÉISME;vendredi;19h00;vendredi 19h00;CH001;2026-06-03;SPSM;Petit Saint-Martin
R709;S022;SÉISME;samedi;19h00;samedi 19h00;CH001;2026-06-04;SPSM;Petit Saint-Martin
R710;S022;SÉISME;dimanche;17h30;dimanche 17h30;CH001;2026-06-05;SPSM;Petit Saint-Martin
R711;S022;SÉISME;mercredi;19h00;mercredi 19h00;CH001;2026-06-06;SPSM;Petit Saint-Martin
R712;S022;SÉISME;jeudi;19h00;jeudi 19h00;CH001;2026-06-07;SPSM;Petit Saint-Martin
R713;S022;SÉISME;vendredi;19h00;vendredi 19h00;CH001;2026-06-10;SPSM;Petit Saint-Martin
R714;S022;SÉISME;samedi;19h00;samedi 19h00;CH001;2026-06-11;SPSM;Petit Saint-Martin
R715;S022;SÉISME;dimanche;17h30;dimanche 17h30;CH001;2026-06-12;SPSM;Petit Saint-Martin
R716;S022;SÉISME;mercredi;19h00;mercredi 19h00;CH001;2026-06-13;SPSM;Petit Saint-Martin
R717;S022;SÉISME;jeudi;19h00;jeudi 19h00;CH001;2026-06-14;SPSM;Petit Saint-Martin
R718;S022;SÉISME;vendredi;19h00;vendredi 19h00;CH001;2026-06-17;SPSM;Petit Saint-Martin
R719;S022;SÉISME;samedi;19h00;samedi 19h00;CH001;2026-06-18;SPSM;Petit Saint-Martin
R720;S022;SÉISME;dimanche;17h30;dimanche 17h30;CH001;2026-06-19;SPSM;Petit Saint-Martin
R721;S022;SÉISME;mercredi;19h00;mercredi 19h00;CH001;2026-06-20;SPSM;Petit Saint-Martin
R722;S022;SÉISME;jeudi;19h00;jeudi 19h00;CH001;2026-06-21;SPSM;Petit Saint-Martin
R723;S022;SÉISME;vendredi;19h00;vendredi 19h00;CH001;2026-06-24;SPSM;Petit Saint-Martin
R724;S022;SÉISME;samedi;19h00;samedi 19h00;CH001;2026-06-25;SPSM;Petit Saint-Martin
R725;S022;SÉISME;dimanche;17h30;dimanche 17h30;CH001;2026-06-26;SPSM;Petit Saint-Martin
R726;S022;SÉISME;mercredi;19h00;mercredi 19h00;CH001;2026-06-27;SPSM;Petit Saint-Martin
R727;S022;SÉISME;jeudi;19h00;jeudi 19h00;CH001;2026-06-27;SPSM;Petit Saint-Martin
R728;S022;SÉISME;vendredi;19h00;vendredi 19h00;CH001;2026-06-28;SPSM;Petit Saint-Martin
R729;S022;SÉISME;samedi;19h00;samedi 19h00;CH001;2026-07-01;SPSM;Petit Saint-Martin
R730;S022;SÉISME;dimanche;17h30;dimanche 17h30;CH001;2026-07-02;SPSM;Petit Saint-Martin
R731;S023;LES FEMMES SAVANTES;mercredi;20h30;mercredi 20h30;CH002;2026-01-14;STPP;Théâtre du Rond-Point
R732;S023;LES FEMMES SAVANTES;jeudi;19h30;jeudi 19h30;CH001;2026-01-15;STPP;Théâtre du Rond-Point
R733;S023;LES FEMMES SAVANTES;vendredi;20h30;vendredi 20h30;CH003;2026-01-16;STPP;Théâtre du Rond-Point
R734;S023;LES FEMMES SAVANTES;samedi;20h30;samedi 20h30;CH003;2026-01-17;STPP;Théâtre du Rond-Point
R735;S023;LES FEMMES SAVANTES;dimanche;15h00;dimanche 15h00;CH001;2026-01-18;STPP;Théâtre du Rond-Point
R736;S023;LES FEMMES SAVANTES;mercredi;20h30;mercredi 20h30;CH002;2026-01-21;STPP;Théâtre du Rond-Point
R737;S023;LES FEMMES SAVANTES;jeudi;20h30;jeudi 20h30;CH002;2026-01-22;STPP;Théâtre du Rond-Point
R738;S023;LES FEMMES SAVANTES;vendredi;20h30;vendredi 20h30;CH003;2026-01-23;STPP;Théâtre du Rond-Point
R739;S023;LES FEMMES SAVANTES;samedi;20h30;samedi 20h30;CH003;2026-01-24;STPP;Théâtre du Rond-Point
R740;S023;LES FEMMES SAVANTES;dimanche;15h00;dimanche 15h00;CH001;2026-01-25;STPP;Théâtre du Rond-Point
R741;S023;LES FEMMES SAVANTES;mercredi;20h30;mercredi 20h30;CH002;2026-01-28;STPP;Théâtre du Rond-Point
R742;S023;LES FEMMES SAVANTES;jeudi;20h30;jeudi 20h30;CH002;2026-01-29;STPP;Théâtre du Rond-Point
R743;S023;LES FEMMES SAVANTES;vendredi;20h30;vendredi 20h30;CH003;2026-01-30;STPP;Théâtre du Rond-Point
R744;S023;LES FEMMES SAVANTES;samedi;20h30;samedi 20h30;CH003;2026-01-31;STPP;Théâtre du Rond-Point
R745;S023;LES FEMMES SAVANTES;dimanche;15h00;dimanche 15h00;CH001;2026-02-01;STPP;Théâtre du Rond-Point
R746;S023;LES FEMMES SAVANTES;mercredi;20h30;mercredi 20h30;CH002;2026-02-04;STPP;Théâtre du Rond-Point
R747;S023;LES FEMMES SAVANTES;jeudi;20h30;jeudi 20h30;CH002;2026-02-05;STPP;Théâtre du Rond-Point
R748;S023;LES FEMMES SAVANTES;vendredi;20h30;vendredi 20h30;CH003;2026-02-06;STPP;Théâtre du Rond-Point
R749;S023;LES FEMMES SAVANTES;samedi;20h30;samedi 20h30;CH003;2026-02-07;STPP;Théâtre du Rond-Point
R750;S023;LES FEMMES SAVANTES;dimanche;15h00;dimanche 15h00;CH001;2026-02-07;STPP;Théâtre du Rond-Point
R751;S023;LES FEMMES SAVANTES;mercredi;20h30;mercredi 20h30;CH002;2026-02-10;STPP;Théâtre du Rond-Point
R752;S023;LES FEMMES SAVANTES;jeudi;20h30;jeudi 20h30;CH002;2026-02-11;STPP;Théâtre du Rond-Point
R753;S023;LES FEMMES SAVANTES;vendredi;20h30;vendredi 20h30;CH003;2026-02-12;STPP;Théâtre du Rond-Point
R754;S023;LES FEMMES SAVANTES;samedi;20h30;samedi 20h30;CH003;2026-02-13;STPP;Théâtre du Rond-Point
R755;S023;LES FEMMES SAVANTES;dimanche;15h00;dimanche 15h00;CH001;2026-02-13;STPP;Théâtre du Rond-Point
R756;S023;LES FEMMES SAVANTES;mercredi;20h30;mercredi 20h30;CH002;2026-02-15;STPP;Théâtre du Rond-Point
R757;S023;LES FEMMES SAVANTES;jeudi;20h30;jeudi 20h30;CH002;2026-02-18;STPP;Théâtre du Rond-Point
R758;S023;LES FEMMES SAVANTES;vendredi;20h30;vendredi 20h30;CH003;2026-02-18;STPP;Théâtre du Rond-Point
R759;S023;LES FEMMES SAVANTES;samedi;20h30;samedi 20h30;CH003;2026-02-19;STPP;Théâtre du Rond-Point
R760;S023;LES FEMMES SAVANTES;dimanche;15h00;dimanche 15h00;CH001;2026-02-20;STPP;Théâtre du Rond-Point
R761;S023;LES FEMMES SAVANTES;mercredi;20h30;mercredi 20h30;CH002;2026-02-22;STPP;Théâtre du Rond-Point
R762;S023;LES FEMMES SAVANTES;jeudi;20h30;jeudi 20h30;CH002;2026-02-24;STPP;Théâtre du Rond-Point
R763;S023;LES FEMMES SAVANTES;vendredi;20h30;vendredi 20h30;CH003;2026-02-25;STPP;Théâtre du Rond-Point
R764;S023;LES FEMMES SAVANTES;samedi;20h30;samedi 20h30;CH003;2026-02-26;STPP;Théâtre du Rond-Point
R765;S023;LES FEMMES SAVANTES;dimanche;15h00;dimanche 15h00;CH001;2026-02-27;STPP;Théâtre du Rond-Point
R766;S024;HAMLET;mercredi;20h00;mercredi 20h00;CH001;2026-01-21;SODE;Odéon Théâtre de l’Europe
R767;S024;HAMLET;jeudi;20h00;jeudi 20h00;CH001;2026-01-22;SODE;Odéon Théâtre de l’Europe
R768;S024;HAMLET;vendredi;20h00;vendredi 20h00;CH001;2026-01-23;SODE;Odéon Théâtre de l’Europe
R769;S024;HAMLET;samedi;20h00;samedi 20h00;CH001;2026-01-24;SODE;Odéon Théâtre de l’Europe
R770;S024;HAMLET;mardi;20h00;mardi 20h00;CH001;2026-01-27;SODE;Odéon Théâtre de l’Europe
R771;S024;HAMLET;mercredi;20h00;mercredi 20h00;CH001;2026-01-28;SODE;Odéon Théâtre de l’Europe
R772;S024;HAMLET;jeudi;20h00;jeudi 20h00;CH001;2026-01-29;SODE;Odéon Théâtre de l’Europe
R773;S024;HAMLET;vendredi;20h00;vendredi 20h00;CH001;2026-01-30;SODE;Odéon Théâtre de l’Europe
R774;S024;HAMLET;samedi;20h00;samedi 20h00;CH001;2026-01-31;SODE;Odéon Théâtre de l’Europe
R775;S024;HAMLET;mardi;20h00;mardi 20h00;CH001;2026-02-03;SODE;Odéon Théâtre de l’Europe
R776;S024;HAMLET;mercredi;20h00;mercredi 20h00;CH001;2026-02-04;SODE;Odéon Théâtre de l’Europe
R777;S024;HAMLET;jeudi;20h00;jeudi 20h00;CH001;2026-02-05;SODE;Odéon Théâtre de l’Europe
R778;S024;HAMLET;vendredi;20h00;vendredi 20h00;CH001;2026-02-06;SODE;Odéon Théâtre de l’Europe
R779;S024;HAMLET;samedi;20h00;samedi 20h00;CH001;2026-02-06;SODE;Odéon Théâtre de l’Europe
R780;S024;HAMLET;mardi;20h00;mardi 20h00;CH001;2026-02-08;SODE;Odéon Théâtre de l’Europe
R781;S024;HAMLET;mercredi;20h00;mercredi 20h00;CH001;2026-02-08;SODE;Odéon Théâtre de l’Europe
R782;S024;HAMLET;jeudi;20h00;jeudi 20h00;CH001;2026-02-11;SODE;Odéon Théâtre de l’Europe
R783;S024;HAMLET;vendredi;20h00;vendredi 20h00;CH001;2026-02-12;SODE;Odéon Théâtre de l’Europe
R784;S024;HAMLET;samedi;20h00;samedi 20h00;CH001;2026-02-13;SODE;Odéon Théâtre de l’Europe
R785;S024;HAMLET;mardi;20h00;mardi 20h00;CH001;2026-02-14;SODE;Odéon Théâtre de l’Europe
R786;S024;HAMLET;mercredi;20h00;mercredi 20h00;CH001;2026-02-15;SODE;Odéon Théâtre de l’Europe
R787;S024;HAMLET;jeudi;20h00;jeudi 20h00;CH001;2026-02-17;SODE;Odéon Théâtre de l’Europe
R788;S024;HAMLET;vendredi;20h00;vendredi 20h00;CH001;2026-02-18;SODE;Odéon Théâtre de l’Europe
R789;S024;HAMLET;samedi;20h00;samedi 20h00;CH001;2026-02-19;SODE;Odéon Théâtre de l’Europe
R790;S024;HAMLET;mardi;20h00;mardi 20h00;CH001;2026-02-21;SODE;Odéon Théâtre de l’Europe
R791;S024;HAMLET;mercredi;20h00;mercredi 20h00;CH001;2026-02-21;SODE;Odéon Théâtre de l’Europe
R792;S024;HAMLET;jeudi;20h00;jeudi 20h00;CH001;2026-02-22;SODE;Odéon Théâtre de l’Europe
R793;S024;HAMLET;vendredi;20h00;vendredi 20h00;CH001;2026-02-25;SODE;Odéon Théâtre de l’Europe
R794;S024;HAMLET;samedi;20h00;samedi 20h00;CH001;2026-02-26;SODE;Odéon Théâtre de l’Europe
R795;S024;HAMLET;mardi;20h00;mardi 20h00;CH001;2026-02-28;SODE;Odéon Théâtre de l’Europe
R796;S024;HAMLET;mercredi;20h00;mercredi 20h00;CH001;2026-02-28;SODE;Odéon Théâtre de l’Europe
R797;S024;HAMLET;jeudi;20h00;jeudi 20h00;CH001;2026-02-28;SODE;Odéon Théâtre de l’Europe
R798;S024;HAMLET;vendredi;20h00;vendredi 20h00;CH001;2026-03-01;SODE;Odéon Théâtre de l’Europe
R799;S024;HAMLET;samedi;20h00;samedi 20h00;CH001;2026-03-03;SODE;Odéon Théâtre de l’Europe
R800;S024;HAMLET;mardi;20h00;mardi 20h00;CH001;2026-03-05;SODE;Odéon Théâtre de l’Europe
R801;S024;HAMLET;mercredi;20h00;mercredi 20h00;CH001;2026-03-05;SODE;Odéon Théâtre de l’Europe
R802;S024;HAMLET;jeudi;20h00;jeudi 20h00;CH001;2026-03-05;SODE;Odéon Théâtre de l’Europe
R803;S024;HAMLET;vendredi;20h00;vendredi 20h00;CH001;2026-03-06;SODE;Odéon Théâtre de l’Europe
R804;S024;HAMLET;samedi;20h00;samedi 20h00;CH001;2026-03-06;SODE;Odéon Théâtre de l’Europe
R805;S025;LA PUCE À L’OREILLE;mercredi;20h00;mercredi 20h00;CH001;2026-03-13;STNA;Théâtre Nanterre-Amandiers
R806;S025;LA PUCE À L’OREILLE;jeudi;20h00;jeudi 20h00;CH001;2026-03-20;STNA;Théâtre Nanterre-Amandiers
R807;S025;LA PUCE À L’OREILLE;vendredi;20h00;vendredi 20h00;CH001;2026-03-25;STNA;Théâtre Nanterre-Amandiers
R808;S025;LA PUCE À L’OREILLE;samedi;18h00;samedi 18h00;CH001;2026-03-25;STNA;Théâtre Nanterre-Amandiers
R809;S025;LA PUCE À L’OREILLE;dimanche;15h00;dimanche 15h00;CH001;2026-03-27;STNA;Théâtre Nanterre-Amandiers
R810;S025;LA PUCE À L’OREILLE;mercredi;20h00;mercredi 20h00;CH001;2026-03-28;STNA;Théâtre Nanterre-Amandiers
R811;S025;LA PUCE À L’OREILLE;dimanche;15h00;dimanche 15h00;CH001;2026-04-01;STNA;Théâtre Nanterre-Amandiers
R812;S025;LA PUCE À L’OREILLE;mercredi;20h00;mercredi 20h00;CH001;2026-04-02;STNA;Théâtre Nanterre-Amandiers
R813;S025;LA PUCE À L’OREILLE;jeudi;20h00;jeudi 20h00;CH001;2026-04-05;STNA;Théâtre Nanterre-Amandiers
R814;S025;LA PUCE À L’OREILLE;vendredi;20h00;vendredi 20h00;CH001;2026-04-08;STNA;Théâtre Nanterre-Amandiers
R815;S025;LA PUCE À L’OREILLE;samedi;18h00;samedi 18h00;CH001;2026-04-09;STNA;Théâtre Nanterre-Amandiers
R816;S025;LA PUCE À L’OREILLE;dimanche;15h00;dimanche 15h00;CH001;2026-04-10;STNA;Théâtre Nanterre-Amandiers
R817;S025;LA PUCE À L’OREILLE;mercredi;20h00;mercredi 20h00;CH001;2026-04-11;STNA;Théâtre Nanterre-Amandiers
R818;S025;LA PUCE À L’OREILLE;jeudi;20h00;jeudi 20h00;CH001;2026-04-13;STNA;Théâtre Nanterre-Amandiers
R819;S025;LA PUCE À L’OREILLE;vendredi;20h00;vendredi 20h00;CH001;2026-04-15;STNA;Théâtre Nanterre-Amandiers
R820;S025;LA PUCE À L’OREILLE;samedi;18h00;samedi 18h00;CH001;2026-04-16;STNA;Théâtre Nanterre-Amandiers
R821;S025;LA PUCE À L’OREILLE;dimanche;15h00;dimanche 15h00;CH001;2026-04-17;STNA;Théâtre Nanterre-Amandiers
R822;S025;LA PUCE À L’OREILLE;mercredi;20h00;mercredi 20h00;CH001;2026-04-18;STNA;Théâtre Nanterre-Amandiers
R823;S025;LA PUCE À L’OREILLE;jeudi;20h00;jeudi 20h00;CH001;2026-04-19;STNA;Théâtre Nanterre-Amandiers
R824;S025;LA PUCE À L’OREILLE;vendredi;20h00;vendredi 20h00;CH001;2026-04-22;STNA;Théâtre Nanterre-Amandiers
R825;S025;LA PUCE À L’OREILLE;samedi;18h00;samedi 18h00;CH001;2026-04-22;STNA;Théâtre Nanterre-Amandiers
R826;S025;LA PUCE À L’OREILLE;dimanche;15h00;dimanche 15h00;CH001;2026-04-24;STNA;Théâtre Nanterre-Amandiers
R827;S025;LA PUCE À L’OREILLE;mercredi;20h00;mercredi 20h00;CH001;2026-04-25;STNA;Théâtre Nanterre-Amandiers
R828;S025;LA PUCE À L’OREILLE;jeudi;20h00;jeudi 20h00;CH001;2026-04-26;STNA;Théâtre Nanterre-Amandiers
R829;S025;LA PUCE À L’OREILLE;samedi;19h00;samedi 19h00;CH001;2026-04-29;STNA;Théâtre Nanterre-Amandiers
R830;S025;LA PUCE À L’OREILLE;dimanche;15h00;dimanche 15h00;CH001;2026-04-30;STNA;Théâtre Nanterre-Amandiers
R831;S025;LA PUCE À L’OREILLE;mercredi;20h00;mercredi 20h00;CH001;2026-05-02;STNA;Théâtre Nanterre-Amandiers
R832;S025;LA PUCE À L’OREILLE;jeudi;20h00;jeudi 20h00;CH001;2026-05-02;STNA;Théâtre Nanterre-Amandiers
R833;S025;LA PUCE À L’OREILLE;vendredi;20h00;vendredi 20h00;CH001;2026-05-03;STNA;Théâtre Nanterre-Amandiers
R834;S025;LA PUCE À L’OREILLE;samedi;18h00;samedi 18h00;CH001;2026-05-03;STNA;Théâtre Nanterre-Amandiers
R835;S025;LA PUCE À L’OREILLE;dimanche;15h00;dimanche 15h00;CH001;2026-05-06;STNA;Théâtre Nanterre-Amandiers
